id,datetime,chA_VIR_Recipe_Name,chA_VIR_Step_Name,chA_Recipe_Curr_Chamber_Status,chA_VIR_Step_Number,chA_Recipe_ProcessTimeELPS,chA_Recipe_Step_Actual_Time,chA_Recipe_CurrStep_MaxStepTime,chA_Recipe_CurrStep_EndPoint,DeviceID,Communication State,ControlState,ChangedECID,ChangedECVal,CTC_chA_WaferNo,CTC_chA_WaferProductCount,CTC_chA_WaferTotalProductCount,CTC_chA_CarrID,CTC_chA_LotID,CTC_chA_SeqRcpID,CTC_chA_ProcRcpID,CTC_chA_PeriodicSoFarThickness,CTC_chA_SequenceSoFarThickness,CTC_chA_PeriodicSoFar,chA_AO_mfc1_setpoint_SiH2Cl2,chA_AI_mfc1_flow_SiH2Cl2,chA_AO_mfc2_setpoint_Si2H6,chA_AI_mfc2_flow_Si2H6,chA_AO_mfc3_setpoint_N2O,chA_AI_mfc3_flow_N2O,chA_AO_mfc4_setpoint,chA_AI_mfc4_flow,chA_AO_mfc5_setpoint,chA_AI_mfc5_flow,chA_AO_mfc6_setpoint,chA_AI_mfc6_flow,chA_AO_mfc7_setpoint,chA_AI_mfc7_flow,chA_AO_mfc8_setpoint_NF3,chA_AI_mfc8_flow_NF3,chA_AO_mfc9_setpoint_Ar,chA_AI_mfc9_flow_Ar,chA_AO_mfc10_setpoint_TN2,chA_AI_mfc10_flow_TN2,chA_AO_mfc11_setpoint_BN2,chA_AI_mfc11_flow_BN2,chA_AO_mfc12_setpoint,chA_AI_mfc12_flow,chA_AO_RPS_Power_Setpoint,chA_AI_RPS_Delivery_Power,chA_AI_Heater_Current_Center,chA_AI_Heater_Voltage_Center,chA_AI_HEATER_CURRENT_EDGE,chA_AI_HEATER_VOLTAGE_EDGE,chA_VIR_Heater_Temp_Set,chA_VIR_Heater_Temp,chA_VIR_APC_Setpoint,chA_VIR_APC_Position,chA_VIR_APC_STEP,chA_AI_Leak_Gauge_Pressure,chA_AI_Manometer_Pressure,chA_AI_ATM_Pressure,chA_AI_Foreline_TC_Pressure,TMC_VIR_chA_Pressure,chA_VIR_HeatExchanger_Temp_Set,chA_VIR_HeatExchanger_Temp,chA_VIR_HeatExchanger_Resist,chA_VIR_Heater_Power_Center,chA_VIR_Heater_Power_Edge,chA_VIR_Heater_Center_Edge_Power_Rate,RF POWER ON/OFF,USER RF SET,FORWARD POWER,REFLECT POWER,RF OFF/ON And ALARM,PRESET1 C1(Load),C1(LOAD) POSITION STATUS,PRESET1 C2(Tune),C2(TUNE) POSITION STATUS,C3(AUX) POSITION STATUS,OUTPUT VDC STATUS,OUTPUT VOLTAGE,OUTPUT CURRENT
40945,23/06/26 13:30:12,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.04,0,-11.37,0,0,0,0,0,0,0,0,0,0.41,0,-0.41,0,4.06,0,1.54,0,0,0,0,9.6,60.9,9.6,60.9,400,400,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.2173913,22960429.9,584.64,584.64,1,,,,,0,30,30,75,75,0,0,0,0
40946,23/06/26 13:30:13,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.04,0,-10.55,0,0,0,0,0,0,0,0,0,0.61,0,-0.81,0,3.65,0,1.66,0,0,0,0,9.6,60.8,9.6,60.9,400,400,OPEN,OPEN,100,7.9,1,183.1,36.6,8,65,65.2173913,22960429.9,584.64,584.64,1.0016447,,,,,0,30,30,75,75,0,0,0,0
40947,23/06/26 13:30:14,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.04,0,-10.55,0,0,0,0,0,0,0,0,0,0.61,0,-0.81,0,3.65,0,1.66,0,0,0,0,9.6,60.8,9.6,60.9,400,400,OPEN,OPEN,100,7.9,1,183.1,36.6,8,65,65.2173913,22960429.9,584.64,584.64,1.0016447,,,,,0,30,30,75,75,0,0,0,0
40948,23/06/26 13:30:15,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.06,0,-8.93,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,4.06,0,1.58,0,0,0,0,9.6,60.9,9.6,60.9,400,400,OPEN,OPEN,100,7.9,1,183.1,36.6,7,65,65.2173913,22960429.9,584.64,584.64,1,,,,,0,30,30,75,75,0,0,0,0
40949,23/06/26 13:30:16,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.08,0,-8.93,0,0,0,0,0,0,0,0,0,0.61,0,-1.62,0,3.65,0,1.62,0,0,0,0,9.6,60.8,9.6,60.8,400,400,OPEN,OPEN,100,7.9,1,122.1,37.8,7,65,65.2173913,22960429.9,584.64,584.64,1,,,,,0,30,30,75,75,0,0,0,0
40950,23/06/26 13:30:17,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.08,0,-8.93,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.65,0,1.58,0,0,0,0,9.6,60.9,9.6,60.9,400,400,OPEN,OPEN,100,7.9,1,122.1,36.6,7,65,65.2173913,22960429.9,584.64,584.64,1,,,,,0,30,30,75,75,0,0,0,0
40951,23/06/26 13:30:18,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.04,0,-8.12,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,4.06,0,1.62,0,0,0,0,9.6,61,9.6,61,400,400,OPEN,OPEN,100,7.9,1,183.1,36.6,7,65,65.1196873,22960429.9,585.6,585.6,1,,,,,0,30,30,75,75,0,0,0,0
40952,23/06/26 13:30:19,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.06,0,-8.93,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,4.46,0,1.7,0,0,0,0,9.6,60.9,9.6,60.9,400,400,OPEN,OPEN,100,9.8,31,183.1,37.8,7,65,65.1196873,22960429.9,584.64,584.64,1,,,,,0,30,30,75,75,0,0,0,0
40953,23/06/26 13:30:20,,,LIFT UP MOVING,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.06,0,-11.37,0,0,0,0,0,0,0,0,0,0.61,0,-1.62,0,4.06,0,1.62,0,0,0,0,9.6,60.9,9.6,60.9,400,400,OPEN,OPEN,100,43.3,44,183.1,58.6,14,65,65.0219834,22960429.9,584.64,584.64,1,,,,,0,30,30,75,75,0,0,0,0
40954,23/06/26 13:30:21,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.06,0,-10.55,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.65,0,1.7,0,0,0,0,9.6,60.8,9.6,60.8,400,400,OPEN,OPEN,100,50.7,43,244.2,68.4,48,65,65.0219834,22960429.9,583.68,583.68,1,,,,,0,30,30,75,75,0,0,0,0
40955,23/06/26 13:30:22,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.08,0,-8.93,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,4.06,0,1.62,0,0,0,0,9.6,61,9.6,61,400,400,OPEN,OPEN,100,50.1,43,183.1,68.4,50,65,65.0219834,22960429.9,584.64,585.6,1,,,,,0,30,30,75,75,0,0,0,0
40956,23/06/26 13:30:23,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.08,0,-8.93,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,4.06,0,1.62,0,0,0,0,9.6,61,9.6,61,400,400,OPEN,OPEN,100,50.1,43,183.1,68.4,50,65,65.0219834,22960429.9,584.64,585.6,1,,,,,0,30,30,75,75,0,0,0,0
40957,23/06/26 13:30:24,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.04,0,-8.93,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,4.06,0,1.66,0,0,0,0,9.6,61.1,9.6,61.1,400,400,OPEN,OPEN,100,49.4,42,183.1,68.4,50,65,65.0219834,22960429.9,584.64,584.64,1,,,,,0,30,30,75,75,0,0,0,0
40958,23/06/26 13:30:25,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.06,0,-8.93,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,4.06,0,1.5,0,0,0,0,9.7,61.5,9.7,61.5,400,399.9,OPEN,OPEN,100,48.8,42,244.2,67.1,49,65,65.0219834,22960429.9,597.52,596.55,1,,,,,0,30,30,75,75,0,0,0,0
40959,23/06/26 13:30:26,,,Idle,0,--,0,0,,0,2,4,0,,0,1068,131477,,,,,5000,0,1053,0,0,0,-0.04,0,-9.74,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,3.65,0,1.66,0,0,0,0,10.1,64,10.1,64,400,399.8,OPEN,OPEN,100,47.6,38,244.2,67.1,48,65,65.0219834,22960429.9,646.4,646.4,1,,,,,0,30,30,75,75,0,0,0,0
40960,23/06/26 13:30:27,,,Main Recipe Loading,0,--,0,0,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,0,-10.55,0,0,0,0,0,0,0,0,0,0.61,0,0.2,0,3.65,0,1.62,0,0,0,0,10.2,64.3,10.2,64.3,400,399.8,OPEN,OPEN,100,40.3,30,244.2,62.3,47,65,65.0219834,22960429.9,648.42,648.42,1,,,,,0,30,30,75,75,0,0,0,0
40961,23/06/26 13:30:28,FT0524_PRE,Pump,HEATER MOVING,1,--,405.9998989,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,0,-10.55,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,4.06,0,1.66,0,0,0,0,10.2,64.5,10.2,64.5,400,399.8,OPEN,OPEN,100,36,27,183.1,58.6,39,65,65.0219834,22960429.9,657.9,657.9,1,,,,,0,30,30,75,75,0,0,0,0
40962,23/06/26 13:30:29,FT0524_PRE,Pump,Recipe Running,1,--,1500,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.08,0,-9.74,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,4.06,0,1.7,0,0,0,0,10.2,64.4,10.2,64.4,400,399.8,OPEN,OPEN,100,31.1,22,183.1,56.2,35,65,65.0219834,22960429.9,656.88,656.88,1,,,,,0,30,30,75,75,0,0,0,0
40963,23/06/26 13:30:30,FT0524_PRE,Pump,HEATER MOVING,1,--,2484.999895,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.08,0,-8.93,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,4.06,0,1.58,0,0,0,0,10.1,64.1,10.1,64.1,400,399.8,OPEN,OPEN,100,28.1,19,183.1,53.7,31,65,65.0219834,22960429.9,647.41,647.41,1,,,,,0,30,30,75,75,0,0,0,0
40964,23/06/26 13:30:31,FT0524_PRE,Pump,HEATER MOVING,1,--,3577.99983,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.04,0,-11.37,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,4.06,0,1.54,0,0,0,0,10.1,63.9,10.1,63.9,400,399.8,OPEN,OPEN,100,25,16,183.1,50.1,25,65,65.1196873,22960429.9,645.39,645.39,1,,,,,0,30,30,75,75,0,0,0,0
40965,23/06/26 13:30:32,FT0524_PRE,Pump,HEATER MOVING,1,--,3577.99983,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.04,0,-11.37,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,4.06,0,1.54,0,0,0,0,10.1,63.9,10.1,63.9,400,399.8,OPEN,OPEN,100,25,16,183.1,50.1,25,65,65.1196873,22960429.9,645.39,645.39,1,,,,,0,30,30,75,75,0,0,0,0
40966,23/06/26 13:30:33,FT0524_PRE,Pump,Recipe Running,1,--,4343.999863,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.04,0,-9.74,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,3.65,0,1.66,0,0,0,0,10.1,63.8,10.1,63.8,400,399.8,OPEN,OPEN,100,23.2,15,183.1,48.8,23,65,65.1196873,22960429.9,644.38,644.38,1,,,,,0,30,30,75,75,0,0,0,0
40967,23/06/26 13:30:34,FT0524_PRE,Pump,Recipe Running,1,--,5437.999964,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.04,0,-8.93,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,4.06,0,1.58,0,0,0,0,10,63.4,10,63.4,400,399.8,OPEN,OPEN,100,21.4,13,183.1,47.6,22,65,65.1196873,22960429.9,634,634,1,,,,,0,30,30,75,75,0,0,0,0
40968,23/06/26 13:30:35,FT0524_PRE,Pump,Recipe Running,1,--,6530.999899,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,0,-8.93,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,4.06,0,1.54,0,0,0,0,10,63.1,10,63.1,400,399.8,OPEN,OPEN,100,19.5,12,122.1,46.4,20,65,65.2173913,22960429.9,631,631,1,,,,,0,30,30,75,75,0,0,0,0
40969,23/06/26 13:30:36,FT0524_PRE,Pump,Recipe Running,1,--,8280.999899,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,0,-8.93,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,3.65,0,1.62,0,0,0,0,9.9,62.8,9.9,62.7,400,399.8,OPEN,OPEN,100,17.1,9,183.1,43.9,18,65,65.2173913,22960429.9,621.72,621.72,1,,,,,0,30,30,75,75,0,0,0,0
40970,23/06/26 13:30:37,FT0524_PRE,Pump,Recipe Running,1,--,9375,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,0,-9.74,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,4.06,0,1.54,0,0,0,0,9.9,62.8,9.9,62.8,400,399.8,OPEN,OPEN,100,16.5,9,244.2,43.9,17,65,65.2173913,22960429.9,621.72,621.72,1,,,,,0,30,30,75,75,0,0,0,0
40971,23/06/26 13:30:38,FT0524_PRE,Gas_On,Recipe Running,2,--,0,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.04,4000,-8.93,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,3000,3.65,0,1.54,0,0,0,0,9.9,62.8,9.9,62.8,400,399.8,AUTO 2250 0,OPEN,100,15.9,8,183.1,42.7,16,65,65.2173913,22960429.9,621.72,621.72,1,,,,,0,30,30,75,75,0,0,0,0
40972,23/06/26 13:30:39,FT0524_PRE,Gas_On,Recipe Running,2,--,1062.000036,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.04,4000,4028.09,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,3000,3014.98,0,1.62,0,0,0,0,9.9,62.8,9.9,62.7,400,399.8,AUTO 2250 0,PRESS CTRL,100,875.3,1609,976.6,583.5,15,65,65.2173913,22960429.9,621.72,621.72,1,,,,,0,30,30,75,75,0,0,0,0
40973,23/06/26 13:30:40,FT0524_PRE,Gas_On,Recipe Running,2,--,1828.000069,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.1,4000,4017.53,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,3000,3009.7,0,1.62,0,0,0,0,9.9,62.8,9.9,62.8,400,399.8,AUTO 2250 0,PRESS CTRL,100,1847,1967,2014.3,1137.8,406,65,65.1196873,22960429.9,621.72,621.72,1,,,,,0,30,30,75,75,0,0,0,0
40974,23/06/26 13:30:41,FT0524_PRE,Gas_On,Recipe Running,2,--,2921.000004,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,4000,4006.98,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,3000,3005.24,0,1.66,0,0,0,0,10,63.5,10,63.5,400,399.8,AUTO 2250 0,PRESS CTRL,100,2008.8,2015,2197.4,1241.5,1900,65,65.1196873,22960429.9,636,635,1,,,,,0,30,30,75,75,0,0,0,0
40975,23/06/26 13:30:42,FT0524_PRE,Gas_On,Recipe Running,2,--,2921.000004,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,4000,4006.98,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,3000,3005.24,0,1.66,0,0,0,0,10,63.5,10,63.5,400,399.8,AUTO 2250 0,PRESS CTRL,100,2008.8,2015,2197.4,1241.5,1900,65,65.1196873,22960429.9,636,635,1,,,,,0,30,30,75,75,0,0,0,0
40976,23/06/26 13:30:43,FT0524_PRE,Gas_On,Recipe Running,2,--,4015.000105,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.02,4000,3999.68,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,3000,3002.39,0,1.62,0,0,0,0,10.4,66.4,10.4,66.4,400,399.5,AUTO 2250 0,PRESS CTRL,100,2019.2,2016,2258.4,1252.5,2018,65,65.1196873,22960429.9,690.56,688.48,1,,,,,0,30,30,75,75,0,0,0,0
40977,23/06/26 13:30:44,FT0524_PRE,Gas_On,Recipe Running,2,--,5108.999968,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.04,4000,3999.68,0,0,0,0,0,0,0,0,0,0.41,0,-1.62,3000,3001.99,0,1.7,0,0,0,0,11.1,70.4,11.1,70.4,400,399.2,AUTO 2250 0,PRESS CTRL,59.15,2051.5,2160,2258.4,1236.6,2017,65,65.0219834,22960429.9,783.66,781.44,1,,,,,0,30,30,75,75,0,0,0,0
40978,23/06/26 13:30:45,FT0524_PRE,Gas_On,Recipe Running,2,--,6967.999935,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,4000,3999.68,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,3000,2999.96,0,1.62,0,0,0,0,12,76.3,12,76.4,400,398.9,AUTO 2250 0,PRESS CTRL,62.79,2250.5,2250,2441.6,1250.1,2243,65,65.0219834,22960429.9,918,916.8,1.0013106,,,,,0,30,30,75,75,0,0,0,0
40979,23/06/26 13:30:46,FT0524_PRE,Gas_On,Recipe Running,2,--,7953.000069,10,,0,2,4,0,,25,1069,131478,                ,,FT0524_PRE,FT0524_PRE,5000,0,1053,0,0,0,-0.06,4000,3999.68,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,3000,2999.96,0,1.62,0,0,0,0,12.5,79,12.5,79,400,398.7,AUTO 2250 0,PRESS CTRL,63.39,2252.3,2251,2441.6,1252.5,2251,65,65.0219834,22960429.9,988.75,987.5,1,,,,,0,30,30,75,75,0,0,0,0
